seqnames	start	end	width	strand	source	type	score	phase	gene_id	gene_type	gene_name	level	hgnc_id	havana_gene	transcript_id	transcript_type	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	ont	protein_id	ccdsid
chrX	6667865	7148158	480294	-	HAVANA	gene	NA	NA	ENSG00000130021.15	protein_coding	PUDP	1	HGNC:16818	OTTHUMG00000021101.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	7147237	7804358	657122	+	HAVANA	gene	NA	NA	ENSG00000101846.8	protein_coding	STS	2	HGNC:11425	OTTHUMG00000021102.3	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	7898247	7927739	29493	-	HAVANA	gene	NA	NA	ENSG00000006757.12	protein_coding	PNPLA4	2	HGNC:24887	OTTHUMG00000021103.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	8528874	8732137	203264	-	HAVANA	gene	NA	NA	ENSG00000011201.12	protein_coding	ANOS1	2	HGNC:6211	OTTHUMG00000021107.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	9249920	9275206	25287	+	HAVANA	gene	NA	NA	ENSG00000228543.1	lncRNA	GS1-519E5.1	2	NA	OTTHUMG00000021115.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	9463320	9741037	277718	+	HAVANA	gene	NA	NA	ENSG00000101849.18	protein_coding	TBL1X	2	HGNC:11585	OTTHUMG00000021117.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	9725346	9786297	60952	-	HAVANA	gene	NA	NA	ENSG00000101850.13	protein_coding	GPR143	2	HGNC:20145	OTTHUMG00000021118.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	9786429	9949443	163015	+	HAVANA	gene	NA	NA	ENSG00000146950.13	protein_coding	SHROOM2	2	HGNC:630	OTTHUMG00000021121.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	10015254	10144474	129221	+	HAVANA	gene	NA	NA	ENSG00000047644.19	protein_coding	WWC3	2	HGNC:29237	OTTHUMG00000021123.1	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	10156975	10237660	80686	+	HAVANA	gene	NA	NA	ENSG00000073464.13	protein_coding	CLCN4	2	HGNC:2022	OTTHUMG00000021125.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	10445310	10833654	388345	-	HAVANA	gene	NA	NA	ENSG00000101871.16	protein_coding	MID1	2	HGNC:7095	OTTHUMG00000021127.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	11111301	11123086	11786	+	HAVANA	gene	NA	NA	ENSG00000004961.15	protein_coding	HCCS	2	HGNC:4837	OTTHUMG00000021128.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	11117651	11665920	548270	-	HAVANA	gene	NA	NA	ENSG00000047648.23	protein_coding	ARHGAP6	2	HGNC:676	OTTHUMG00000021134.7	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	11758159	11775772	17614	+	HAVANA	gene	NA	NA	ENSG00000005302.19	protein_coding	MSL3	2	HGNC:7370	OTTHUMG00000021132.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	11822423	12724523	902101	+	HAVANA	gene	NA	NA	ENSG00000169933.16	protein_coding	FRMPD4	2	HGNC:29007	OTTHUMG00000021138.4	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	12791355	12824222	32868	+	HAVANA	gene	NA	NA	ENSG00000101911.13	protein_coding	PRPS2	1	HGNC:9465	OTTHUMG00000021139.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	12867072	12890361	23290	+	HAVANA	gene	NA	NA	ENSG00000196664.5	protein_coding	TLR7	2	HGNC:15631	OTTHUMG00000021137.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	12975110	12977227	2118	+	HAVANA	gene	NA	NA	ENSG00000205542.11	protein_coding	TMSB4X	1	HGNC:11881	OTTHUMG00000021144.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	13653189	13681964	28776	+	HAVANA	gene	NA	NA	ENSG00000176896.8	protein_coding	TCEANC	2	HGNC:28277	OTTHUMG00000021154.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	13689128	13710504	21377	+	HAVANA	gene	NA	NA	ENSG00000123595.8	protein_coding	RAB9A	2	HGNC:9792	OTTHUMG00000021156.3	NA	NA	NA	NA	retrogene	NA	NA	NA	NA	NA	NA
chrX	13712244	13734635	22392	-	HAVANA	gene	NA	NA	ENSG00000196459.15	protein_coding	TRAPPC2	1	HGNC:23068	OTTHUMG00000021157.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	13734743	13777955	43213	+	HAVANA	gene	NA	NA	ENSG00000046651.16	protein_coding	OFD1	2	HGNC:2567	OTTHUMG00000021159.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	13770939	13938638	167700	-	HAVANA	gene	NA	NA	ENSG00000046653.15	protein_coding	GPM6B	2	HGNC:4461	OTTHUMG00000021162.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	14006726	14029893	23168	-	HAVANA	gene	NA	NA	ENSG00000046647.14	protein_coding	GEMIN8	2	HGNC:26044	OTTHUMG00000021160.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	14529298	14731812	202515	+	HAVANA	gene	NA	NA	ENSG00000101958.14	protein_coding	GLRA2	2	HGNC:4327	OTTHUMG00000021166.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	14873421	14922327	48907	+	HAVANA	gene	NA	NA	ENSG00000130150.12	protein_coding	MOSPD2	2	HGNC:28381	OTTHUMG00000021170.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	15319452	15335554	16103	-	HAVANA	gene	NA	NA	ENSG00000165195.16	protein_coding	PIGA	2	HGNC:8957	OTTHUMG00000021174.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	15345596	15384413	38818	-	HAVANA	gene	NA	NA	ENSG00000165197.5	protein_coding	VEGFD	2	HGNC:3708	OTTHUMG00000021175.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	15384799	15493564	108766	-	HAVANA	gene	NA	NA	ENSG00000087842.11	protein_coding	PIR	2	HGNC:30048	OTTHUMG00000021176.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	15674932	15703724	28793	+	HAVANA	gene	NA	NA	ENSG00000186312.10	transcribed_unprocessed_pseudogene	CA5BP1	2	HGNC:29544	OTTHUMG00000021182.5	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	15688830	15788411	99582	+	HAVANA	gene	NA	NA	ENSG00000169239.13	protein_coding	CA5B	2	HGNC:1378	OTTHUMG00000021183.6	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	15790472	15823260	32789	+	HAVANA	gene	NA	NA	ENSG00000169249.13	protein_coding	ZRSR2	2	HGNC:23019	OTTHUMG00000021184.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	15825806	15854931	29126	-	HAVANA	gene	NA	NA	ENSG00000182287.15	protein_coding	AP1S2	2	HGNC:560	OTTHUMG00000021186.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	16587999	16712936	124938	-	HAVANA	gene	NA	NA	ENSG00000047230.15	protein_coding	CTPS2	2	HGNC:2520	OTTHUMG00000021193.2	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	16719612	16765340	45729	+	HAVANA	gene	NA	NA	ENSG00000169895.6	protein_coding	SYAP1	2	HGNC:16273	OTTHUMG00000021192.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	16786432	16844519	58088	+	HAVANA	gene	NA	NA	ENSG00000086712.13	protein_coding	TXLNG	2	HGNC:18578	OTTHUMG00000021196.2	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	16839283	16870362	31080	-	HAVANA	gene	NA	NA	ENSG00000102054.18	protein_coding	RBBP7	1	HGNC:9890	OTTHUMG00000021198.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	16946658	17153272	206615	+	HAVANA	gene	NA	NA	ENSG00000169891.18	protein_coding	REPS2	2	HGNC:9963	OTTHUMG00000021199.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	17375200	17735994	360795	+	HAVANA	gene	NA	NA	ENSG00000188158.16	protein_coding	NHS	2	HGNC:7820	OTTHUMG00000022799.5	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	17737449	17754988	17540	+	HAVANA	gene	NA	NA	ENSG00000047634.15	protein_coding	SCML1	2	HGNC:10580	OTTHUMG00000021206.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	17800049	17861337	61289	-	HAVANA	gene	NA	NA	ENSG00000131831.18	protein_coding	RAI2	2	HGNC:9835	OTTHUMG00000021209.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	18239313	18354688	115376	-	HAVANA	gene	NA	NA	ENSG00000102098.19	protein_coding	SCML2	2	HGNC:10581	OTTHUMG00000021212.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	18425583	18653629	228047	+	HAVANA	gene	NA	NA	ENSG00000008086.13	protein_coding	CDKL5	2	HGNC:11411	OTTHUMG00000021214.12	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	18675909	18827921	152013	+	HAVANA	gene	NA	NA	ENSG00000086717.18	protein_coding	PPEF1	2	HGNC:9243	OTTHUMG00000021219.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	18892298	18984114	91817	-	HAVANA	gene	NA	NA	ENSG00000044446.12	protein_coding	PHKA2	2	HGNC:8926	OTTHUMG00000021222.3	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	18984291	19060329	76039	+	HAVANA	gene	NA	NA	ENSG00000286724.1	lncRNA	RP11-421K1.1	2	NA	OTTHUMG00000194997.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	19343893	19361718	17826	+	HAVANA	gene	NA	NA	ENSG00000131828.14	protein_coding	PDHA1	2	HGNC:8806	OTTHUMG00000021224.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	19533977	19887600	353624	-	HAVANA	gene	NA	NA	ENSG00000147010.18	protein_coding	SH3KBP1	2	HGNC:13867	OTTHUMG00000021227.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	19912860	19970298	57439	-	HAVANA	gene	NA	NA	ENSG00000173681.16	protein_coding	BCLAF3	2	HGNC:27413	OTTHUMG00000021226.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	20006713	20116907	110195	-	HAVANA	gene	NA	NA	ENSG00000184368.16	protein_coding	MAP7D2	2	HGNC:25899	OTTHUMG00000021228.4	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	20124525	20141838	17314	-	HAVANA	gene	NA	NA	ENSG00000173674.11	protein_coding	EIF1AX	2	HGNC:3250	OTTHUMG00000022704.2	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	20149911	20267519	117609	-	HAVANA	gene	NA	NA	ENSG00000177189.14	protein_coding	RPS6KA3	2	HGNC:10432	OTTHUMG00000021231.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	21372801	21654695	281895	+	HAVANA	gene	NA	NA	ENSG00000149970.16	protein_coding	CNKSR2	2	HGNC:19701	OTTHUMG00000021233.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	21705978	21758116	52139	-	HAVANA	gene	NA	NA	ENSG00000091482.8	protein_coding	SMPX	2	HGNC:11122	OTTHUMG00000021235.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	21839617	21885423	45807	+	HAVANA	gene	NA	NA	ENSG00000012174.12	protein_coding	MBTPS2	2	HGNC:15455	OTTHUMG00000021237.2	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	21940709	21994837	54129	+	HAVANA	gene	NA	NA	ENSG00000102172.16	protein_coding	SMS	2	HGNC:11123	OTTHUMG00000021239.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	22032325	22494713	462389	+	HAVANA	gene	NA	NA	ENSG00000102174.10	protein_coding	PHEX	2	HGNC:8918	OTTHUMG00000021241.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	22162733	22172983	10251	-	HAVANA	gene	NA	NA	ENSG00000224204.1	lncRNA	PHEX-AS1	2	HGNC:40445	OTTHUMG00000021240.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	23334849	23404374	69526	+	HAVANA	gene	NA	NA	ENSG00000165186.12	protein_coding	PTCHD1	2	HGNC:26392	OTTHUMG00000021251.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	23664262	23686397	22136	+	HAVANA	gene	NA	NA	ENSG00000123131.13	protein_coding	PRDX4	2	HGNC:17169	OTTHUMG00000021253.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	23701055	23766475	65421	-	HAVANA	gene	NA	NA	ENSG00000123130.17	protein_coding	ACOT9	2	HGNC:17152	OTTHUMG00000021257.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	23783173	23786210	3038	+	HAVANA	gene	NA	NA	ENSG00000130066.17	protein_coding	SAT1	2	HGNC:10540	OTTHUMG00000021256.1	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	23833353	23907938	74586	-	HAVANA	gene	NA	NA	ENSG00000184831.14	protein_coding	APOO	2	HGNC:28727	OTTHUMG00000021259.6	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	23983720	24027186	43467	-	HAVANA	gene	NA	NA	ENSG00000174010.9	protein_coding	KLHL15	2	HGNC:29347	OTTHUMG00000021261.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	24054946	24078810	23865	+	HAVANA	gene	NA	NA	ENSG00000130741.11	protein_coding	EIF2S3	2	HGNC:3267	OTTHUMG00000021262.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	24149173	24216255	67083	+	HAVANA	gene	NA	NA	ENSG00000005889.16	protein_coding	ZFX	2	HGNC:12869	OTTHUMG00000021264.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	24465270	24550466	85197	+	HAVANA	gene	NA	NA	ENSG00000067992.16	protein_coding	PDK3	2	HGNC:8811	OTTHUMG00000021269.5	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	24558087	24672677	114591	-	HAVANA	gene	NA	NA	ENSG00000102230.14	protein_coding	PCYT1B	2	HGNC:8755	OTTHUMG00000021270.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	24693873	24996986	303114	+	HAVANA	gene	NA	NA	ENSG00000101868.13	protein_coding	POLA1	2	HGNC:9173	OTTHUMG00000021277.3	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	25003694	25016420	12727	-	HAVANA	gene	NA	NA	ENSG00000004848.8	protein_coding	ARX	2	HGNC:18060	OTTHUMG00000021275.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	28587446	29956718	1369273	+	HAVANA	gene	NA	NA	ENSG00000169306.10	protein_coding	IL1RAPL1	2	HGNC:5996	OTTHUMG00000021317.2	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	30653359	30731462	78104	+	HAVANA	gene	NA	NA	ENSG00000198814.13	protein_coding	GK	1	HGNC:4289	OTTHUMG00000021328.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	30827442	30975084	147643	-	HAVANA	gene	NA	NA	ENSG00000157625.15	protein_coding	TAB3	2	HGNC:30681	OTTHUMG00000021329.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	31097677	33339609	2241933	-	HAVANA	gene	NA	NA	ENSG00000198947.18	protein_coding	DMD	1	HGNC:2928	OTTHUMG00000021336.7	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	33726337	34346527	620191	+	HAVANA	gene	NA	NA	ENSG00000233928.6	lncRNA	RP11-305F18.1	2	NA	OTTHUMG00000021338.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	34627075	34657285	30211	-	HAVANA	gene	NA	NA	ENSG00000147027.4	protein_coding	TMEM47	2	HGNC:18515	OTTHUMG00000021343.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	37349309	37457292	107984	+	HAVANA	gene	NA	NA	ENSG00000130962.18	protein_coding	PRRG1	1	HGNC:9469	OTTHUMG00000021360.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	37571569	37684463	112895	+	HAVANA	gene	NA	NA	ENSG00000147036.12	protein_coding	LANCL3	2	HGNC:24767	OTTHUMG00000033177.2	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	37685791	37732130	46340	+	HAVANA	gene	NA	NA	ENSG00000047597.7	protein_coding	XK	2	HGNC:12811	OTTHUMG00000033171.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	37780059	37813461	33403	+	HAVANA	gene	NA	NA	ENSG00000165168.8	protein_coding	CYBB	2	HGNC:2578	OTTHUMG00000033175.2	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	37836757	37847571	10815	-	HAVANA	gene	NA	NA	ENSG00000165169.11	protein_coding	DYNLT3	2	HGNC:11694	OTTHUMG00000033172.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	38006553	38128819	122267	+	HAVANA	gene	NA	NA	ENSG00000147041.12	protein_coding	SYTL5	2	HGNC:15589	OTTHUMG00000033176.2	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	38149336	38220924	71589	-	HAVANA	gene	NA	NA	ENSG00000101955.15	protein_coding	SRPX	2	HGNC:11309	OTTHUMG00000021362.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	38269163	38327544	58382	-	HAVANA	gene	NA	NA	ENSG00000156313.15	protein_coding	RPGR	2	HGNC:10295	OTTHUMG00000021361.16	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	38561542	38688920	127379	+	HAVANA	gene	NA	NA	ENSG00000156298.13	protein_coding	TSPAN7	2	HGNC:11854	OTTHUMG00000024090.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	38801432	38806537	5106	+	HAVANA	gene	NA	NA	ENSG00000165175.16	protein_coding	MID1IP1	2	HGNC:20715	OTTHUMG00000024092.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	39787132	39788136	1005	-	HAVANA	gene	NA	NA	ENSG00000228232.1	processed_pseudogene	GAPDHP1	1	HGNC:4159	OTTHUMG00000024098.1	NA	NA	NA	NA	pseudo_consens	NA	NA	NA	NA	NA	NA
chrX	40049815	40177329	127515	-	HAVANA	gene	NA	NA	ENSG00000183337.18	protein_coding	BCOR	1	HGNC:20893	OTTHUMG00000024100.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	40579372	40606848	27477	+	HAVANA	gene	NA	NA	ENSG00000182220.15	protein_coding	ATP6AP2	2	HGNC:18305	OTTHUMG00000024103.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	40626921	40647561	20641	-	HAVANA	gene	NA	NA	ENSG00000185753.13	protein_coding	CXorf38	2	HGNC:28589	OTTHUMG00000024104.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	40648305	40735858	87554	-	HAVANA	gene	NA	NA	ENSG00000180182.11	protein_coding	MED14	2	HGNC:2370	OTTHUMG00000024107.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	41085445	41236579	151135	+	HAVANA	gene	NA	NA	ENSG00000124486.14	protein_coding	USP9X	2	HGNC:12632	OTTHUMG00000021367.5	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	41333348	41364472	31125	+	HAVANA	gene	NA	NA	ENSG00000215301.11	protein_coding	DDX3X	2	HGNC:2745	OTTHUMG00000021369.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	41514934	41923554	408621	-	HAVANA	gene	NA	NA	ENSG00000147044.23	protein_coding	CASK	2	HGNC:1497	OTTHUMG00000021378.10	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	41688973	41697275	8303	+	HAVANA	gene	NA	NA	ENSG00000171659.15	protein_coding	GPR34	2	HGNC:4490	OTTHUMG00000021375.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	43654907	43746824	91918	+	HAVANA	gene	NA	NA	ENSG00000189221.10	protein_coding	MAOA	2	HGNC:6833	OTTHUMG00000021387.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	43766610	43882450	115841	-	HAVANA	gene	NA	NA	ENSG00000069535.14	protein_coding	MAOB	2	HGNC:6834	OTTHUMG00000021388.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	43948776	43973395	24620	-	HAVANA	gene	NA	NA	ENSG00000124479.11	protein_coding	NDP	2	HGNC:7678	OTTHUMG00000021391.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	44147872	44343672	195801	-	HAVANA	gene	NA	NA	ENSG00000183690.13	protein_coding	EFHC2	2	HGNC:26233	OTTHUMG00000021393.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	44523639	44542859	19221	-	HAVANA	gene	NA	NA	ENSG00000069509.6	protein_coding	FUNDC1	2	HGNC:28746	OTTHUMG00000021399.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	44873188	45112779	239592	+	HAVANA	gene	NA	NA	ENSG00000147050.17	protein_coding	KDM6A	2	HGNC:12637	OTTHUMG00000021402.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	45148373	45200901	52529	-	HAVANA	gene	NA	NA	ENSG00000147113.17	protein_coding	DIPK2B	2	HGNC:25866	OTTHUMG00000021403.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	45745211	45770274	25064	-	HAVANA	gene	NA	NA	ENSG00000270069.1	lncRNA	MIR222HG	2	HGNC:49555	OTTHUMG00000184015.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	45847042	45851541	4500	-	HAVANA	gene	NA	NA	ENSG00000231566.2	lncRNA	LINC02595	2	HGNC:53946	OTTHUMG00000021411.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	46447292	46497422	50131	+	HAVANA	gene	NA	NA	ENSG00000147121.16	protein_coding	KRBOX4	2	HGNC:26007	OTTHUMG00000021421.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	46497725	46545457	47733	-	HAVANA	gene	NA	NA	ENSG00000251192.8	protein_coding	ZNF674	2	HGNC:17625	OTTHUMG00000021420.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	46545438	46548841	3404	+	HAVANA	gene	NA	NA	ENSG00000230844.3	lncRNA	ZNF674-AS1	2	HGNC:44266	OTTHUMG00000021424.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	46573765	46598496	24732	+	HAVANA	gene	NA	NA	ENSG00000147119.4	protein_coding	CHST7	2	HGNC:13817	OTTHUMG00000021423.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	46599251	46759118	159868	-	HAVANA	gene	NA	NA	ENSG00000065923.10	protein_coding	SLC9A7	2	HGNC:17123	OTTHUMG00000021428.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	46837043	46882358	45316	+	HAVANA	gene	NA	NA	ENSG00000102218.6	protein_coding	RP2	2	HGNC:10274	OTTHUMG00000021430.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	46912276	47061242	148967	+	HAVANA	gene	NA	NA	ENSG00000102221.14	protein_coding	JADE3	2	HGNC:22982	OTTHUMG00000021431.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	47078355	47093314	14960	+	HAVANA	gene	NA	NA	ENSG00000130988.13	protein_coding	RGN	2	HGNC:9989	OTTHUMG00000021435.3	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	47142216	47145038	2823	-	HAVANA	gene	NA	NA	ENSG00000147123.11	protein_coding	NDUFB11	2	HGNC:20372	OTTHUMG00000021433.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	47145221	47186813	41593	+	HAVANA	gene	NA	NA	ENSG00000182872.16	protein_coding	RBM10	2	HGNC:9896	OTTHUMG00000021432.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	47190861	47215128	24268	+	HAVANA	gene	NA	NA	ENSG00000130985.17	protein_coding	UBA1	2	HGNC:12469	OTTHUMG00000021436.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	47217860	47229997	12138	+	HAVANA	gene	NA	NA	ENSG00000102225.16	protein_coding	CDK16	1	HGNC:8749	OTTHUMG00000021438.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	47232866	47248328	15463	+	HAVANA	gene	NA	NA	ENSG00000102226.10	protein_coding	USP11	1	HGNC:12609	OTTHUMG00000021437.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	47445178	47483222	38045	-	HAVANA	gene	NA	NA	ENSG00000147124.13	protein_coding	ZNF41	2	HGNC:13107	OTTHUMG00000021448.4	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chrX	47483571	47484823	1253	+	HAVANA	gene	NA	NA	ENSG00000196741.5	lncRNA	LINC01560	2	HGNC:27333	OTTHUMG00000021445.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	47561205	47571908	10704	+	HAVANA	gene	NA	NA	ENSG00000078061.14	protein_coding	ARAF	2	HGNC:646	OTTHUMG00000021446.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	47571901	47619857	47957	-	HAVANA	gene	NA	NA	ENSG00000008056.14	protein_coding	SYN1	2	HGNC:11494	OTTHUMG00000021454.5	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chrX	47582408	47586789	4382	+	HAVANA	gene	NA	NA	ENSG00000102265.12	protein_coding	TIMP1	2	HGNC:11820	OTTHUMG00000021447.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
